name,context,code,level,type,extract,rel,year,label,entitys
三沙市,"[海南省, 三沙市]",460300.0,3.0,add,2012 年 月 21 日 民政部 公告 国务院 正式 批准 撤销 西沙群岛 南沙群岛 中沙群岛 办事处 建立 地级 三沙市 政府 驻 西沙 永兴岛     2012 年 月 17 日 上午 海南省 四届 人大常委会 32 次 会议 海南省 人民代表大会常务委员会 成立 三沙市 人民代表大会 筹备组 三沙市 政权 组建 工作 正式 启动     2012 年 月 23 日 三沙市 第一届 人民代表大会 开幕     2012 年 月 24 日 上午 三沙市 成立 大会 暨 揭牌 仪式 永兴岛 重达 68 吨 三沙市 碑 永兴岛 正式 揭牌 三沙市 人民政府 党委 人大 解放军 三沙 警备区 挂牌 成立     三沙市 历史沿革 简表 年代 名称 隶属 备注 先秦 涨海 含 岛礁 百越 中国 渔民 南海 打渔 秦代 涨海 含 岛礁 南海 郡 别称 朱崖海 汉代 涨海 含 岛礁 儋耳郡 朱崖 郡 西沙 始称 千里 长沙 晋代 涨海 含 岛礁 南海 郡 别称 琼海 琼洋 隋唐 南海 含 岛礁 振洲 岭南 节度使 南沙 始称 万里 石塘 宋代 南海 含 岛礁 岭南 道 广南 道 西沙 称作 九乳螺石 七州洋 元代 南海 含 岛礁 广东 道 海南 道 郭守敬 三沙市 天文 测量 明代 南海 含 岛礁 广东省 琼 州府 崖州 郑和 西洋 停驻 三沙市 海域 清代 南海 含 岛礁 广东省 琼 州府 县级 清末 南海 拟 驻 东沙 广东省 拟 升格 为府级 行政 单位 直隶 广东省 民国 南海 含 岛礁 广东省 县级 1946 年南 西 东 中沙群岛 办事处 海军 司令部 县级 1947 年南 西 东 中沙群岛 办事处 海南特别 行政区 县级 1959 年南 西 中沙群岛 办事处 广东省 海南 行政区 县级 1988 年南 西 中沙群岛 办事处 海南省 县级 2012 年 三沙市 驻 西沙 永兴岛 海南省 地级市,新增县／市／区,2011-2012,OOOO O O OO O OOO OO OOO OO OO OO OOOO OOOO OOOO OOO OO OO XXX OO O OO OOO     OOOO O O OO O OO XXX OO OOOOO OO O OO XXX OOOOOOOOOOO OO XXX OOOOOO OOO XXX OO OO OO OO OO     OOOO O O OO O XXX OOO OOOOOO OO     OOOO O O OO O OO XXX OO OO O OO OO OOO OO OO O XXX O OOO OO OO XXX OOOO OO OO OOO OO OOO OO OO     XXX OOOO OO OO OO OO OO OO OO O OO OO OO OO OO OO OO OO O OO OO O OO OOO OO OO O OO OOO OO O OO OO OO OO OO OO O OO OO O OO OO OO OO OO O OO OO OO OOO OO OO OO OO OO OO O OO OO O OO O OO OO OOOO OOO OO OO O OO OO O OO O OOO XXX OO OO OO OO O OO XXX O OO OO OO OO OO XXX OO OO OO O OO XXX O OO OO OO OO O O OO XXX O OO OOO OO OO OO XXX OO OO O OO XXX OO OOOO OO O O OOOO OOO OO OOO OO OOOO OO O O OOOO OOO OOOO OOO OO OOOO OO O OOOO OOO XXX OO OOO OO OOOO OO O OOOO OOO XXX OO OOOO O XXX O OO OOO XXX OOO,"[广东省, 海南省, 三沙市]"
姑苏区,"[江苏省, 苏州市]",320508.0,3.0,add,新 姑苏区 2012 年 月 撤销 苏州市 沧浪区 平江区 金阊区 设立 苏州市 姑苏区 以原 沧浪区 平江区 金阊区 行政区域 姑苏区 行政区域,合并,2011-2012,O XXX OOOO O O OO XXX XXX XXX XXX OO XXX XXX OO XXX XXX XXX OOOO XXX OOOO,"[苏州市, 金阊区, 平江区, 沧浪区, 姑苏区]"
金阊区,"[江苏省, 苏州市]",320504.0,3.0,del,2012 年 月 号 国务院 同意 江苏省 调整 苏州市 行政区划 批复 撤销 沧浪区 平江区 金阊区 设立 姑苏区,合并,2011-2012,OOOO O O O OOO OO XXX OO XXX OOOO OO OO XXX XXX XXX OO XXX,"[沧浪区, 平江区, 姑苏区, 金阊区, 江苏省, 苏州市]"
阿拉山口市,"[新疆维吾尔自治区, 博尔塔拉蒙古自治州]",652702.0,3.0,add,2011 年 月 国务院 批准 设立 阿拉山口 综合 保税区     2012 年 12 月 29 日 正式 揭牌 成立 县级市,新增县／市／区,2011-2012,OOOO O O OOO OO OO OOOO OO OOO     OOOO O OO O OO O OO OO OO OOO,[]
铁门关市,"[新疆维吾尔自治区, 阿勒泰地区]",659006.0,3.0,add,市 人民政府 驻 铁门关市 兴疆路 号 2012 年 12 月 29 日 挂牌 成立,新增县／市／区,2011-2012,O OOOO O XXXX OOO O OOOO O OO O OO O OO OO,[铁门关市]
乐都区,"[青海省, 海东市]",630202.0,3.0,add,2013 年 月 海东市 成立 市政府 位于 乐都区     2013 年 月 日 国务院 国函 2013 23 号 批复 同意 撤销 海东地区 乐都县 设立 地级 海东市,撤地区设市,2012-2013,OOOO O O XXX OO OOO OO XXX     OOOO O O O OOO OO OOOO OO O OO OO OO XXXX XXX OO OO XXX,"[海东市, 乐都县, 乐都区, 海东地区]"
南康区,"[江西省, 赣州市]",360703.0,3.0,add,2013 年 11 月 国务院 正式 批复 江西 赣州市 行政区划 调整 方案 同意 撤销 县级 南康市 设立 赣州市 南康区 同意 原 南康市 潭 东镇 潭 口镇 划归 赣州市 章贡区 管辖,撤县（市）设区,2012-2013,OOOO O OO O OOO OO OO OO XXX OOOO OO OO OO OO OO XXX OO XXX XXX OO O XXX O OO O OO OO XXX XXX OO,"[章贡区, 南康区, 赣州市, 南康市]"
扎赉诺尔区,"[内蒙古自治区, 呼伦贝尔市]",150703.0,3.0,add,2013 年 月 国务院 批准 民政部 扎赉诺尔 矿区 呼伦贝尔市 扎赉诺尔区 备案 县级 行政区划 建制 扎赉诺尔 矿区 管辖 区域 扎赉诺尔区 行政区域,新增县／市／区,2012-2013,OOOO O O OOO OO OOO OOOO XX XXXXX XXXXX OO OO OOOO OO OOOO XX OO OO XXXXX OOOO,"[呼伦贝尔市, 扎赉诺尔区, 矿区]"
恩阳区,"[四川省, 巴中市]",511903.0,3.0,add,属 四川省 巴中 恩阳区 2013 年 月 设立 恩阳区 区治 位于 恩阳区 登科 街道,新增县／市／区,2012-2013,O XXX OO XXX OOOO O O OO XXX OO OO XXX OO OO,"[恩阳区, 四川省]"
海东市,"[青海省, 海东市]",630200.0,3.0,add,2013 年 月 海东 撤地 设市 海东市 政府 平安县 平安区 迁至 新 成立 乐都区,撤地区设市,2012-2013,OOOO O O OO OO OO XXX OO OXX XXX OO O OO XXX,"[平安区, 海东市, 乐都区, 安县]"
海东地区,"[青海省, 海东地区]",632100.0,3.0,del,2013 年 月 海东 撤地 设市 海东市 政府 平安县 平安区 迁至 新 成立 乐都区,撤县（市）设区,2012-2013,OOOO O O OO OO OO XXX OO OXX XXX OO O OO XXX,"[平安区, 海东市, 乐都区, 安县]"
乐都县,"[青海省, 海东地区]",632123.0,3.0,del,2013 年 月 海东市 成立 市政府 位于 乐都区     2013 年 月 日 国务院 国函 2013 23 号 批复 同意 撤销 海东地区 乐都县 设立 地级 海东市,撤地区设市,2012-2013,OOOO O O XXX OO OOO OO XXX     OOOO O O O OOO OO OOOO OO O OO OO OO XXXX XXX OO OO XXX,"[海东市, 乐都县, 乐都区, 海东地区]"
南康市,"[江西省, 赣州市]",360782.0,3.0,del,2013 年 11 月 国务院 正式 批复 江西 赣州市 行政区划 调整 方案 同意 撤销 县级 南康市 设立 赣州市 南康区 同意 原 南康市 潭 东镇 潭 口镇 划归 赣州市 章贡区 管辖,撤县（市）设区,2012-2013,OOOO O OO O OOO OO OO OO XXX OOOO OO OO OO OO OO XXX OO XXX XXX OO O XXX O OO O OO OO XXX XXX OO,"[章贡区, 南康区, 赣州市, 南康市]"
达川区,"[四川省, 达州市]",511703.0,3.0,add,2013 年 月 18 日 国务院 批准 撤销 达县 设立 达州市 达川区 隶属,撤县（市）设区,2012-2013,OOOO O O OO O OOO OO OO XX OO XXX XXX OO,"[达川区, 达州市, 达县]"
前锋区,"[四川省, 广安市]",511603.0,3.0,add,2013 年 月 22 日 国务院 批准 原 广安区 渠江 中心 主航道 为界 渠江 以东 前锋区 以西 广安区     2013 年 月 日 前锋区 人民政府 正式 挂牌 成立,分解,2012-2013,OOOO O O OO O OOO OO O XXX OO OO OOO OO OO OO XXX OO XXX     OOOO O O O XXX OOOO OO OO OO,"[广安区, 前锋区]"
梅县区,"[广东省, 梅州市]",441403.0,3.0,add,2012 年 月 广东省政府 正式 批复 同意 梅县 西阳 镇 划归 梅江区 管辖     2013 年 10 月 国务院 同意 批准 梅州市 梅县 撤县 设区 梅州市 辖区 梅江区 同属 梅州市 区 并称 梅城,撤县（市）设区,2012-2013,OOOO O O XXXOO OO OO OO XX OO O OO XXX OO     OOOO O OO O OOO OO OO XXX XX OO OO XXX OO XXX OO XXX O OO OO,"[广东省, 梅县, 梅州市, 梅江区]"
达县,"[四川省, 达州市]",511721.0,3.0,del,2013 年 月 18 日 国务院 批准 撤销 达县 设立 达州市 达川区 隶属,撤县（市）设区,2012-2013,OOOO O O OO O OOO OO OO XX OO XXX XXX OO,"[达川区, 达州市, 达县]"
梅县,"[广东省, 梅州市]",441421.0,3.0,del,2012 年 月 广东省政府 正式 批复 同意 梅县 西阳 镇 划归 梅江区 管辖     2013 年 10 月 国务院 同意 批准 梅州市 梅县 撤县 设区 梅州市 辖区 梅江区 同属 梅州市 区 并称 梅城,撤县（市）设区,2012-2013,OOOO O O XXXOO OO OO OO XX OO O OO XXX OO     OOOO O OO O OOO OO OO XXX XX OO OO XXX OO XXX OO XXX O OO OO,"[广东省, 梅县, 梅州市, 梅江区]"
兖州区,"[山东省, 济宁市]",370812.0,3.0,add,2013 年 10 月 18 日 撤市 设区 兖州市 改称 兖州区,撤县（市）设区,2012-2013,OOOO O OO O OO O OO OO XXX OO XXX,"[兖州市, 兖州区]"
溧水区,"[江苏省, 南京市]",320117.0,3.0,add,2013 年 月 国务院 省政府 批复 同意 撤销 溧水县 设立 南京市 溧水区 以原 溧水县 行政区域 南京市 溧水区 行政区域,撤县（市）设区,2012-2013,OOOO O O OOO OOO OO OO OO XXX OO XXX XXX OO XXX OOOO XXX XXX OOOO,"[南京市, 溧水区, 溧水县]"
高淳区,"[江苏省, 南京市]",320118.0,3.0,add,2013 年 月 国务院 省政府 批复 同意 撤销 高淳县 设立 南京市 高淳区 以原 高淳县 行政区域 南京市 高淳区 行政区域     2013 年 月 高淳区 新晋 国保 两处 薛城 遗址 固城 遗址,撤县（市）设区,2012-2013,OOOO O O OOO OOO OO OO OO XXX OO XXX XXX OO XXX OOOO XXX XXX OOOO     OOOO O O XXX OO OO OO OO OO OO OO,"[高淳区, 南京市, 高淳县]"
弥勒市,"[云南省, 红河哈尼族彝族自治州]",532504.0,3.0,add,2013 年 月 国务院 批准 撤销 弥勒县 设立 县级 弥勒市,撤县设市,2012-2013,OOOO O O OOO OO OO XXX OO OO XXX,"[弥勒县, 弥勒市]"
弥勒县,"[云南省, 红河哈尼族彝族自治州]",532526.0,3.0,del,2013 年 月 国务院 批准 撤销 弥勒县 设立 县级 弥勒市,撤县设市,2012-2013,OOOO O O OOO OO OO XXX OO OO XXX,"[弥勒县, 弥勒市]"
下关区,"[江苏省, 南京市]",320107.0,3.0,del,2012 年 月 幕府 山 街道 原张 王庙 社区 孙家 洼路 以南 划入 市 街道 幕府 山 街道 原 白云 新寓 社区 塘村 号 划入 宝塔 桥 街道 小市 街道 河路 道 社区 汽轮 五村 托管 汽轮 七村 安怀 新村 社区 军犬 队 家属区 绿苑 小区 防化 大队 小区 一干 北崮戎院 安怀村 455 号 小区 军械 弹药 修理所 家属区 总装 试验场 宿舍 六干 南汽 宿舍 及安怀 东路 以北 散居 划入 幕府 山 街道     2013 年 月 国务院 江苏省政府 批复 同意 方案 撤销 鼓楼区 下关区 以原 两区 辖 区域 设立 新 鼓楼区,合并,2012-2013,OOOO O O OO O OO OO OO OO OO OO OO OO O OO OO O OO O OO OO OO OO O OO OO O OO OO OO OO O OO OO OO OO OO OO OO OO OO OO O OOO OO OO OO OO OO OO OOOO OOO OOO O OO OO OO OOO OOO OO OOO OO OO OO OO OOO OO OO OO OO OO O OO     OOOO O O OOO XXXOO OO OO OO OO XXX XXX OO OO O OO OO O XXX,"[江苏省, 鼓楼区, 下关区]"
兖州市,"[山东省, 济宁市]",370882.0,3.0,del,2013 年 10 月 18 日 撤市 设区 兖州市 改称 兖州区,撤县（市）设区,2012-2013,OOOO O OO O OO O OO OO XXX OO XXX,"[兖州市, 兖州区]"
白下区,"[江苏省, 南京市]",320103.0,3.0,del,2013 年 月 20 日 国务院 江苏省政府 批复 同意 方案 撤销 秦淮区 白下区 以原 两区 辖 区域 设立 新 秦淮区,合并,2012-2013,OOOO O O OO O OOO XXXOO OO OO OO OO XXX XXX OO OO O OO OO O XXX,"[江苏省, 秦淮区, 白下区]"
溧水县,"[江苏省, 南京市]",320124.0,3.0,del,2013 年 月 国务院 省政府 批复 同意 撤销 溧水县 设立 南京市 溧水区 以原 溧水县 行政区域 南京市 溧水区 行政区域,撤县（市）设区,2012-2013,OOOO O O OOO OOO OO OO OO XXX OO XXX XXX OO XXX OOOO XXX XXX OOOO,"[南京市, 溧水区, 溧水县]"
高淳县,"[江苏省, 南京市]",320125.0,3.0,del,2013 年 月 国务院 省政府 批复 同意 撤销 高淳县 设立 南京市 高淳区 以原 高淳县 行政区域 南京市 高淳区 行政区域     2013 年 月 高淳区 新晋 国保 两处 薛城 遗址 固城 遗址,撤县（市）设区,2012-2013,OOOO O O OOO OOO OO OO OO XXX OO XXX XXX OO XXX OOOO XXX XXX OOOO     OOOO O O XXX OO OO OO OO OO OO OO,"[高淳区, 南京市, 高淳县]"
柯桥区,"[浙江省, 绍兴市]",330603.0,3.0,add,2013 年 10 月 18 日 国务院 国函 2013 112 号 文件 批复 浙江省人民政府 请示 同意 撤销 县级 绍兴县 设立 绍兴市 柯桥区 行政区域 孙端 陶堰 富盛 三镇     2013 年 11 月 日 绍兴市 柯桥区 人民政府 正式 挂牌 成立,撤县（市）设区,2012-2013,OOOO O OO O OO O OOO OO OOOO OOO O OO OO XXXOOOO OO OO OO OO OXX OO XXX XXX OOOO OO OO OO OO     OOOO O OO O O XXX XXX OOOO OO OO OO,"[绍兴市, 兴县, 浙江省, 柯桥区]"
上虞区,"[浙江省, 绍兴市]",330604.0,3.0,add,2013 年 10 月 撤销 县级 上虞市 设立 绍兴市 上虞区 以原 上虞市 行政区域 上虞区 行政区域,撤县（市）设区,2012-2013,OOOO O OO O OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO,"[绍兴市, 上虞市, 上虞区]"
龙圩区,"[广西壮族自治区, 梧州市]",450406.0,3.0,add,2013 年 月 日 梧州市 苍梧县 龙 圩镇 新地 镇 广平 镇 大坡 镇新设 龙圩区     2013 年 月 成立 梧州市 龙圩区,新增县／市／区,2012-2013,OOOO O O O XXX XXX O OO OO O OO O OO OOO XXX     OOOO O O OO XXX XXX,"[梧州市, 苍梧县, 龙圩区]"
蝶山区,"[广西壮族自治区, 梧州市]",450404.0,3.0,del,2013 年 撤销 梧州市 蝶山区 设立 新 梧州市 蝶山区     以原 蝶山区 不含 夏 郢 镇 万秀区 不含 旺甫 镇 行政区域 新 蝶山区 行政区域 称为 万秀区,合并,2012-2013,OOOO O OO XXX XXX OO O XXX XXX     OO XXX OO O O O XXX OO OO O OOOO O XXX OOOO OO XXX,"[梧州市, 蝶山区, 万秀区]"
扶余市,"[吉林省, 松原市]",220781.0,3.0,add,2013 年 月 24 日 国务院 批准 撤销 扶余县 设立 扶余市 县级 吉林省 直辖 松原市 代管,撤县设市,2012-2013,OOOO O O OO O OOO OO OO XXX OO XXX OO XXX OO XXX OO,"[扶余市, 松原市, 扶余县, 吉林省]"
临桂区,"[广西壮族自治区, 桂林市]",450312.0,3.0,add,2013 年 月 18 日 国务院 同意 广西壮族自治区 调整 桂林市 行政区划 批复 国函 2013 17 号 同意 撤销 临桂县 设立 桂林市 临桂区 以原 临桂县 行政区域 临桂区 行政区域,撤县（市）设区,2012-2013,OOOO O O OO O OOO OO XXXXXXX OO XXX OOOO OO OO OOOO OO O OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO,"[桂林市, 临桂区, 临桂县, 广西壮族自治区]"
扶余县,"[吉林省, 松原市]",220724.0,3.0,del,2013 年 月 24 日 国务院 批准 撤销 扶余县 设立 扶余市 县级 吉林省 直辖 松原市 代管,撤县设市,2012-2013,OOOO O O OO O OOO OO OO XXX OO XXX OO XXX OO XXX OO,"[扶余市, 松原市, 扶余县, 吉林省]"
福绵区,"[广西壮族自治区, 玉林市]",450903.0,3.0,add,2013 年 月 国务院 批复 同意 设立 玉林市 福绵区,新增县／市／区,2012-2013,OOOO O O OOO OO OO OO XXX XXX,"[福绵区, 玉林市]"
绍兴县,"[浙江省, 绍兴市]",330621.0,3.0,del,2013 年 10 月 18 日 国务院 国函 2013 112 号 文件 批复 浙江省人民政府 请示 同意 撤销 县级 绍兴县 设立 绍兴市 柯桥区 行政区域 孙端 陶堰 富盛 三镇     2013 年 11 月 日 绍兴市 柯桥区 人民政府 正式 挂牌 成立,撤县（市）设区,2012-2013,OOOO O OO O OO O OOO OO OOOO OOO O OO OO XXXOOOO OO OO OO OO OXX OO XXX XXX OOOO OO OO OO OO     OOOO O OO O O XXX XXX OOOO OO OO OO,"[绍兴市, 兴县, 浙江省, 柯桥区]"
上虞市,"[浙江省, 绍兴市]",330682.0,3.0,del,2013 年 10 月 撤销 县级 上虞市 设立 绍兴市 上虞区 以原 上虞市 行政区域 上虞区 行政区域,撤县（市）设区,2012-2013,OOOO O OO O OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO,"[绍兴市, 上虞市, 上虞区]"
临桂县,"[广西壮族自治区, 桂林市]",450322.0,3.0,del,2013 年 月 18 日 国务院 同意 广西壮族自治区 调整 桂林市 行政区划 批复 国函 2013 17 号 同意 撤销 临桂县 设立 桂林市 临桂区 以原 临桂县 行政区域 临桂区 行政区域,撤县（市）设区,2012-2013,OOOO O O OO O OOO OO XXXXXXX OO XXX OOOO OO OO OOOO OO O OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO,"[桂林市, 临桂区, 临桂县, 广西壮族自治区]"
平坝区,"[贵州省, 安顺市]",520403.0,3.0,add,2014 年 12 月 13 日 国务院 同意 撤销 平坝县 设立 安顺市 平坝区 以原 平坝县 行政区域 平坝区 行政区域 人民政府 驻 安平 街道 中山南路 58 号,撤县（市）设区,2013-2014,OOOO O OO O OO O OOO OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO OOOO O OO OO OOOO OO O,"[平坝县, 安顺市, 平坝区]"
璧山区,"[重庆市, 璧山区]",500120.0,2.0,add,2014 年 月 日 国务院 发布 同意 调整 重庆市 行政区划 批复 国函 2014 58 号 文件 批复 重庆市 撤销 璧山县 设立 重庆市 璧山区 以原 璧山县 行政区域 璧山区 行政区域     2014 年 月 15 日 璧山区 正式 挂牌 运行,撤县（市）设区,2013-2014,OOOO O O O OOO OO OO OO XXX OOOO OO OO OOOO OO O OO OO XXX OO XXX OO XXX XXX OO XXX OOOO XXX OOOO     OOOO O O OO O XXX OO OO OO,"[璧山县, 重庆市, 璧山区]"
铜梁区,"[重庆市, 铜梁区]",500151.0,2.0,add,2014 年 月 日 国务院 发布 同意 调整 重庆市 行政区划 批复 国函 2014 58 号 文件 批复 重庆市 撤销 铜梁县 设立 重庆市 铜梁区 以原 铜梁县 行政区域 铜梁区 行政区域     2014 年 月 15 日 铜梁区 正式 挂牌 运行,撤县（市）设区,2013-2014,OOOO O O O OOO OO OO OO XXX OOOO OO OO OOOO OO O OO OO XXX OO XXX OO XXX XXX OO XXX OOOO XXX OOOO     OOOO O O OO O XXX OO OO OO,"[重庆市, 铜梁县, 铜梁区]"
九台区,"[吉林省, 长春市]",220113.0,3.0,add,九台区 撤市 设区 张 2014 年 12 月 20 日 九台 撤市 设区 揭牌 大会 成功,撤县（市）设区,2013-2014,XXX OO OO O OOOO O OO O OO O OO OO OO OO OO OO,[九台区]
彭山区,"[四川省, 眉山市]",511403.0,3.0,add,2014 年 10 月 20 日 国务院 同意 四川省 调整 眉山市 行政区划 批复 国函 2014 140 号 撤销 彭山县 设立 眉山市 彭山区 以原 彭山县 行政区域 彭山区 行政区域 彭山区 人民政府 驻凤鸣 镇 西街 98 号,撤县（市）设区,2013-2014,OOOO O OO O OO O OOO OO XXX OO XXX OOOO OO OO OOOO OOO O OO XXX OO XXX XXX OO XXX OOOO XXX OOOO XXX OOOO OOO O OO OO O,"[彭山区, 彭山县, 四川省, 眉山市]"
建阳区,"[福建省, 南平市]",350703.0,3.0,add,2014 年 月 27 日 国务院 批复 同意 南平市 行政区划 调整 方案 同意 撤销 建阳市 设立 南平市 建阳区 以原 建阳市 行政区域 建阳区 行政区域 南平市 政府 驻地 南平市 一路 439 号 迁至 南平市 建阳区 南林 大街 36 号,撤县（市）设区,2013-2014,OOOO O O OO O OOO OO OO XXX OOOO OO OO OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO XXX OO OO XXX OO OOO O OO XXX XXX OO OO OO O,"[南平市, 建阳区, 建阳市]"
祥符区,"[河南省, 开封市]",410212.0,3.0,add,2014 年 河南省 调整 开封市 行政区划 撤销 金明区 并入 龙亭区 撤销 开封县 设立 祥符区     2014 年 10 月 19 日 正式 更名 开封市 祥符区     祥符区 自然资源 编辑 祥符区 土地 资源 2013 年 祥符区 利用 耕地 总面积 120 万亩,撤县（市）设区,2013-2014,OOOO O XXX OO XXX OOOO OO XXX OO XXX OO XXX OO XXX     OOOO O OO O OO O OO OO XXX XXX     XXX OOOO OO XXX OO OO OOOO O XXX OO OO OOO OOO OO,"[开封市, 河南省, 龙亭区, 祥符区, 金明区, 开封县]"
金明区,"[河南省, 开封市]",410211.0,3.0,del,2014 年 河南省 调整 开封市 行政区划 撤销 金明区 并入 龙亭区,合并,2013-2014,OOOO O XXX OO XXX OOOO OO XXX OO XXX,"[河南省, 开封市, 龙亭区, 金明区]"
平坝县,"[贵州省, 安顺市]",520421.0,3.0,del,2014 年 12 月 13 日 国务院 同意 撤销 平坝县 设立 安顺市 平坝区 以原 平坝县 行政区域 平坝区 行政区域 人民政府 驻 安平 街道 中山南路 58 号,撤县（市）设区,2013-2014,OOOO O OO O OO O OOO OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO OOOO O OO OO OOOO OO O,"[平坝县, 安顺市, 平坝区]"
铜梁县,"[重庆市, 铜梁县]",500224.0,2.0,del,2014 年 月 日 国务院 发布 同意 调整 重庆市 行政区划 批复 国函 2014 58 号 文件 批复 重庆市 撤销 铜梁县 设立 重庆市 铜梁区 以原 铜梁县 行政区域 铜梁区 行政区域     2014 年 月 15 日 铜梁区 正式 挂牌 运行,撤县（市）设区,2013-2014,OOOO O O O OOO OO OO OO XXX OOOO OO OO OOOO OO O OO OO XXX OO XXX OO XXX XXX OO XXX OOOO XXX OOOO     OOOO O O OO O XXX OO OO OO,"[重庆市, 铜梁县, 铜梁区]"
璧山县,"[重庆市, 璧山县]",500227.0,2.0,del,2014 年 月 日 国务院 发布 同意 调整 重庆市 行政区划 批复 国函 2014 58 号 文件 批复 重庆市 撤销 璧山县 设立 重庆市 璧山区 以原 璧山县 行政区域 璧山区 行政区域     2014 年 月 15 日 璧山区 正式 挂牌 运行,撤县（市）设区,2013-2014,OOOO O O O OOO OO OO OO XXX OOOO OO OO OOOO OO O OO OO XXX OO XXX OO XXX XXX OO XXX OOOO XXX OOOO     OOOO O O OO O XXX OO OO OO,"[璧山县, 重庆市, 璧山区]"
九台市,"[吉林省, 长春市]",220181.0,3.0,del,九台区 撤市 设区 张 2014 年 12 月 20 日 九台 撤市 设区 揭牌 大会 成功,撤县（市）设区,2013-2014,XXX OO OO O OOOO O OO O OO O OO OO OO OO OO OO,[九台区]
