name,context,code,level,type,extract,rel,year
铜梁区,"[重庆市, 铜梁区]",500151.0,2.0,add,2014 年 月 日 国务院 发布 同意 调整 重庆市 行政区划 批复 国函 2014 58 号 文件 批复 重庆市 撤销 铜梁县 设立 重庆市 铜梁区 以原 铜梁县 行政区域 铜梁区 行政区域     2014 年 月 15 日 铜梁区 正式 挂牌 运行,撤县（市）设区,2013-2014
九台区,"[吉林省, 长春市]",220113.0,3.0,add,九台区 撤市 设区 张 2014 年 12 月 20 日 九台 撤市 设区 揭牌 大会 成功,撤县（市）设区,2013-2014
彭山区,"[四川省, 眉山市]",511403.0,3.0,add,2014 年 10 月 20 日 国务院 同意 四川省 调整 眉山市 行政区划 批复 国函 2014 140 号 撤销 彭山县 设立 眉山市 彭山区 以原 彭山县 行政区域 彭山区 行政区域 彭山区 人民政府 驻凤鸣 镇 西街 98 号,撤县（市）设区,2013-2014
建阳区,"[福建省, 南平市]",350703.0,3.0,add,2014 年 月 27 日 国务院 批复 同意 南平市 行政区划 调整 方案 同意 撤销 建阳市 设立 南平市 建阳区 以原 建阳市 行政区域 建阳区 行政区域 南平市 政府 驻地 南平市 一路 439 号 迁至 南平市 建阳区 南林 大街 36 号,撤县（市）设区,2013-2014
祥符区,"[河南省, 开封市]",410212.0,3.0,add,2014 年 河南省 调整 开封市 行政区划 撤销 金明区 并入 龙亭区 撤销 开封县 设立 祥符区     2014 年 10 月 19 日 正式 更名 开封市 祥符区     祥符区 自然资源 编辑 祥符区 土地 资源 2013 年 祥符区 利用 耕地 总面积 120 万亩,撤县（市）设区,2013-2014
金明区,"[河南省, 开封市]",410211.0,3.0,del,2014 年 河南省 调整 开封市 行政区划 撤销 金明区 并入 龙亭区,合并,2013-2014
平坝县,"[贵州省, 安顺市]",520421.0,3.0,del,2014 年 12 月 13 日 国务院 同意 撤销 平坝县 设立 安顺市 平坝区 以原 平坝县 行政区域 平坝区 行政区域 人民政府 驻 安平 街道 中山南路 58 号,撤县（市）设区,2013-2014
铜梁县,"[重庆市, 铜梁县]",500224.0,2.0,del,2014 年 月 日 国务院 发布 同意 调整 重庆市 行政区划 批复 国函 2014 58 号 文件 批复 重庆市 撤销 铜梁县 设立 重庆市 铜梁区 以原 铜梁县 行政区域 铜梁区 行政区域     2014 年 月 15 日 铜梁区 正式 挂牌 运行,撤县（市）设区,2013-2014
璧山县,"[重庆市, 璧山县]",500227.0,2.0,del,2014 年 月 日 国务院 发布 同意 调整 重庆市 行政区划 批复 国函 2014 58 号 文件 批复 重庆市 撤销 璧山县 设立 重庆市 璧山区 以原 璧山县 行政区域 璧山区 行政区域     2014 年 月 15 日 璧山区 正式 挂牌 运行,撤县（市）设区,2013-2014
九台市,"[吉林省, 长春市]",220181.0,3.0,del,九台区 撤市 设区 张 2014 年 12 月 20 日 九台 撤市 设区 揭牌 大会 成功,撤县（市）设区,2013-2014
彭山县,"[四川省, 眉山市]",511422.0,3.0,del,2014 年 10 月 20 日 国务院 同意 四川省 调整 眉山市 行政区划 批复 国函 2014 140 号 撤销 彭山县 设立 眉山市 彭山区 以原 彭山县 行政区域 彭山区 行政区域 彭山区 人民政府 驻凤鸣 镇 西街 98 号,撤县（市）设区,2013-2014
建阳市,"[福建省, 南平市]",350784.0,3.0,del,2014 年 月 27 日 国务院 批复 同意 南平市 行政区划 调整 方案 同意 撤销 建阳市 设立 南平市 建阳区 以原 建阳市 行政区域 建阳区 行政区域 南平市 政府 驻地 南平市 一路 439 号 迁至 南平市 建阳区 南林 大街 36 号,撤县（市）设区,2013-2014
永定区,"[福建省, 龙岩市]",350803.0,3.0,add,2014 年 12 月 13 日 撤销 永定县 设立 龙岩市 永定区 以原 永定县 行政区域 永定区 行政区域 永定区 人民政府 驻 凤城镇 九一街 西路 号 2015 年 凤城镇 撤镇设 街道,撤县（市）设区,2013-2014
电白区,"[广东省, 茂名市]",440904.0,3.0,add,2014 年 国务院 批准 撤销 茂港区 电白县 建制 合并 设立 电白区,合并,2013-2014
茂港区,"[广东省, 茂名市]",440903.0,3.0,del,2014 年 国务院 批准 撤销 茂港区 电白县 建制 合并 设立 电白区,合并,2013-2014
从化区,"[广东省, 广州市]",440117.0,3.0,add,2014 年 月 12 日 撤销 县级 从化市 设立 广州市 从化区 以原 从化市 行政区域 从化区 行政区域 从化区 人民政府 驻 街口 街道 新城 东路 99 号,撤县（市）设区,2013-2014
增城区,"[广东省, 广州市]",440118.0,3.0,add,2014 年 月 12 日 国务院 同意 撤销 县级 增城市 设立 广州市 增城区 以原 增城市 行政区域 增城区 行政区域 增城区 人民政府 驻荔城 街道 惠民 路 号,撤县（市）设区,2013-2014
永定县,"[福建省, 龙岩市]",350822.0,3.0,del,2014 年 12 月 13 日 撤销 永定县 设立 龙岩市 永定区 以原 永定县 行政区域 永定区 行政区域 永定区 人民政府 驻 凤城镇 九一街 西路 号 2015 年 凤城镇 撤镇设 街道,撤县（市）设区,2013-2014
萝岗区,"[广东省, 广州市]",440116.0,3.0,del,2014 年 月 12 日 国务院 同意 撤销 广州市 黄埔区 萝岗区 以原 黄埔区 萝岗区 行政区域 新 黄埔区,合并,2013-2014
开封县,"[河南省, 开封市]",410224.0,3.0,del,2014 年 河南省 调整 开封市 行政区划 撤销 金明区 并入 龙亭区 撤销 开封县 设立 祥符区     2014 年 10 月 19 日 正式 更名 开封市 祥符区     祥符区 自然资源 编辑 祥符区 土地 资源 2013 年 祥符区 利用 耕地 总面积 120 万亩,撤县（市）设区,2013-2014
阳东区,"[广东省, 阳江市]",441704.0,3.0,add,2014 年 10 月 20 日 撤销 阳东县 设立 阳江市 阳东区 以原 阳东县 行政区域 阳东区 行政区域 阳东区 人民政府 驻东 城镇 德政 路 号,撤县（市）设区,2013-2014
电白县,"[广东省, 茂名市]",440923.0,3.0,del,2014 年 国务院 批准 撤销 茂港区 电白县 建制 合并 设立 电白区,合并,2013-2014
云安区,"[广东省, 云浮市]",445303.0,3.0,add,2014 年 月 日 国务院 关 国函 2014 120 号 批复 同意 撤销 云安县 设立 云浮市 云安区 云浮市 云城区 杨镇 划归 云安区 管辖 以原 云安县 含 前锋 镇 南盛镇 云城区 杨镇 行政区域 云安区 行政区域 云安区 政府 驻六 镇 明珠 路 11 号 原 云安县 前锋 镇 南盛镇 划归 云城区 管辖     2013 年 月 云浮市 五届 人大常委会 第十六次 会议 审议 市 人民政府 提请 审议 云浮市 调整 县 区 行政区划 方案 议案 会议 表决 调整 县 区 行政区划 决议 草案     2014 年 月 29 日 广东省政府 云浮市 转发 国务院 同意 广东省 调整 云浮市 行政区划 批复 通知 粤府 函 2014 209 号 撤销 云安县 设立 云安区     2014 年 11 月 日 云浮市 云安区 成立 暨 衔牌 揭幕仪式,撤县（市）设区,2013-2014
双城区,"[黑龙江省, 哈尔滨市]",230113.0,3.0,add,2014 年 月 日 国务院 批准 撤销 县级 双城市 设立 哈尔滨市 双城区,撤县（市）设区,2013-2014
从化市,"[广东省, 广州市]",440184.0,3.0,del,2014 年 月 12 日 撤销 县级 从化市 设立 广州市 从化区 以原 从化市 行政区域 从化区 行政区域 从化区 人民政府 驻 街口 街道 新城 东路 99 号,撤县（市）设区,2013-2014
增城市,"[广东省, 广州市]",440183.0,3.0,del,2014 年 月 12 日 国务院 同意 撤销 县级 增城市 设立 广州市 增城区 以原 增城市 行政区域 增城区 行政区域 增城区 人民政府 驻荔城 街道 惠民 路 号,撤县（市）设区,2013-2014
郧阳区,"[湖北省, 十堰市]",420304.0,3.0,add,2014 年 月 日 国务院 以国函 2014 118 号 文件 正式 批复 撤销 郧县 设立 十堰市 郧阳区     2014 年 12 月 17 日 十堰市 郧阳区 正式 挂牌 成立,撤县（市）设区,2013-2014
阳东县,"[广东省, 阳江市]",441723.0,3.0,del,2014 年 10 月 20 日 撤销 阳东县 设立 阳江市 阳东区 以原 阳东县 行政区域 阳东区 行政区域 阳东区 人民政府 驻东 城镇 德政 路 号,撤县（市）设区,2013-2014
高陵区,"[陕西省, 西安市]",610117.0,3.0,add,2014 年 12 月 13 日 国务院 同意 陕西省 调整 西安市 行政区划 批复 撤销 高陵县 设立 西安市 高陵区,撤县（市）设区,2013-2014
云安县,"[广东省, 云浮市]",445323.0,3.0,del,2014 年 月 日 国务院 关 国函 2014 120 号 批复 同意 撤销 云安县 设立 云浮市 云安区 云浮市 云城区 杨镇 划归 云安区 管辖 以原 云安县 含 前锋 镇 南盛镇 云城区 杨镇 行政区域 云安区 行政区域 云安区 政府 驻六 镇 明珠 路 11 号 原 云安县 前锋 镇 南盛镇 划归 云城区 管辖     2013 年 月 云浮市 五届 人大常委会 第十六次 会议 审议 市 人民政府 提请 审议 云浮市 调整 县 区 行政区划 方案 议案 会议 表决 调整 县 区 行政区划 决议 草案     2014 年 月 29 日 广东省政府 云浮市 转发 国务院 同意 广东省 调整 云浮市 行政区划 批复 通知 粤府 函 2014 209 号 撤销 云安县 设立 云安区     2014 年 11 月 日 云浮市 云安区 成立 暨 衔牌 揭幕仪式,撤县（市）设区,2013-2014
双城市,"[黑龙江省, 哈尔滨市]",230182.0,3.0,del,2014 年 月 日 国务院 批准 撤销 县级 双城市 设立 哈尔滨市 双城区,撤县（市）设区,2013-2014
陵城区,"[山东省, 德州市]",371403.0,3.0,add,2013 年 德州市 政府 批准 陵县 陵 城镇 改为 临齐 街道     2014 年 10 月 20 日 国务院 同意 山东省 调整 德州市 行政区划 批复 国函 2014 139 号 撤销 陵县 设立 德州市 陵城区 以原 陵县 行政区域 陵城区 行政区域 陵城区 人民政府 驻临 街道 中兴路 155 号,撤县（市）设区,2013-2014
郧县,"[湖北省, 十堰市]",420321.0,3.0,del,2014 年 月 日 国务院 以国函 2014 118 号 文件 正式 批复 撤销 郧县 设立 十堰市 郧阳区     2014 年 12 月 17 日 十堰市 郧阳区 正式 挂牌 成立,撤县（市）设区,2013-2014
高陵县,"[陕西省, 西安市]",610126.0,3.0,del,2014 年 12 月 13 日 国务院 同意 陕西省 调整 西安市 行政区划 批复 撤销 高陵县 设立 西安市 高陵区,撤县（市）设区,2013-2014
香格里拉市,"[云南省, 迪庆藏族自治州]",533401.0,3.0,add,2014 年 12 月 16 日 香格里拉 撤县 设市 国务院 批准,撤县设市,2013-2014
香格里拉县,"[云南省, 迪庆藏族自治州]",533421.0,3.0,del,2014 年 12 月 16 日 香格里拉 撤县 设市 国务院 批准,撤县设市,2013-2014
文登区,"[山东省, 威海市]",371003.0,3.0,add,2014 年 月 25 日 国务院 以国函 2014 13 号文 批复 撤销 文登市 设立 威海市 文登区 以原 文登市 不含 汪 疃 镇 苘 山镇 行政区域 威海市 文登区 行政区域 原 文登市 汪 疃 镇 苘 山镇 划归 威海市 环翠区 管辖,撤县（市）设区,2013-2014
藁城区,"[河北省, 石家庄市]",130109.0,3.0,add,2014 年 月 国务院 同意 河北省 调整 石家庄市 行政区划 请示 同意 撤销 县级 藁城市 设立 石家庄市 藁城区 以原 藁城区 行政区域 藁城区 行政区域,撤县（市）设区,2013-2014
陵县,"[山东省, 德州市]",371421.0,3.0,del,2013 年 德州市 政府 批准 陵县 陵 城镇 改为 临齐 街道     2014 年 10 月 20 日 国务院 同意 山东省 调整 德州市 行政区划 批复 国函 2014 139 号 撤销 陵县 设立 德州市 陵城区 以原 陵县 行政区域 陵城区 行政区域 陵城区 人民政府 驻临 街道 中兴路 155 号,撤县（市）设区,2013-2014
鹿泉区,"[河北省, 石家庄市]",130110.0,3.0,add,2014 年 月 撤市 设区 设立 石家庄市 鹿泉区,撤县（市）设区,2013-2014
苍山县,"[山东省, 临沂市]",371324.0,3.0,just_name_change,2014 年 月 21 日 恢复 兰陵县,更名,2013-2014
栾城区,"[河北省, 石家庄市]",130111.0,3.0,add,2014 年 月 国务院 同意 河北省 调整 石家庄市 行政区划 请示 同意 撤销 县级 栾城县 设立 石家庄市 栾城区 以原 栾城县 行政区域 栾城区 行政区域,撤县（市）设区,2013-2014
文登市,"[山东省, 威海市]",371081.0,3.0,del,2014 年 月 25 日 国务院 以国函 2014 13 号文 批复 撤销 文登市 设立 威海市 文登区 以原 文登市 不含 汪 疃 镇 苘 山镇 行政区域 威海市 文登区 行政区域 原 文登市 汪 疃 镇 苘 山镇 划归 威海市 环翠区 管辖,撤县（市）设区,2013-2014
拉孜县,"[西藏自治区, 日喀则市]",540225.0,3.0,add,2014 年 月 日喀则 撤地 设市 拉孜县 日喀则市,-,2013-2014
鹿泉市,"[河北省, 石家庄市]",130185.0,3.0,del,2014 年 月经 国务院 批准 撤销 鹿泉市 设立 石家庄市 鹿泉区     2014 年 月 国务院 同意 河北省 调整 石家庄市 行政区划 请示 同意 撤销 县级 鹿泉市 设立 石家庄市 鹿泉区 以原 鹿泉市 行政区域 鹿泉区 行政区域,撤县（市）设区,2013-2014
谢通门县,"[西藏自治区, 日喀则市]",540227.0,3.0,add,2014 年 月 日喀则 撤地 设市 谢通门县 日喀则市,-,2013-2014
藁城市,"[河北省, 石家庄市]",130182.0,3.0,del,2014 年 月 23 日 国务院 批复 河北省人民政府 石家庄市 行政区划 调整 请示 同意 撤销 石家庄市 桥东区 街道 划归 石家庄市 长安区 街道 划归 石家庄市 桥西区 撤销 县级 藁城市 县级 鹿泉市 栾城县 设立 石家庄市 藁城区 鹿泉区 栾城区,撤销,2013-2014
南木林县,"[西藏自治区, 日喀则市]",540221.0,3.0,add,2014 年 月 日喀则 撤地 设市 南木林县 日喀则市 县政府 驻 南木林 镇,-,2013-2014
定日县,"[西藏自治区, 日喀则市]",540223.0,3.0,add,2014 年 月 日喀则 撤地 设市 定日县 日喀则市,-,2013-2014
昂仁县,"[西藏自治区, 日喀则市]",540226.0,3.0,add,2014 年 月 日喀则 撤地 设市 昂仁县 日喀则市,-,2013-2014
仁布县,"[西藏自治区, 日喀则市]",540229.0,3.0,add,2014 年 月 日喀则 撤地 设市 仁布县 日喀则市 辖县,-,2013-2014
桑珠孜区,"[西藏自治区, 日喀则市]",540202.0,3.0,add,2014 年 月 26 日 中华人民共和国国务院 批复 撤销 日喀则地区 县级 日喀则市 设立 地级 日喀则市 日喀则市 设立 桑珠孜区 原 县级 日喀则市 改为 桑珠孜区 2014 年 12 月 日 上午 日喀则市 桑珠孜区 揭牌 仪式 标志 桑珠孜区 正式 挂牌 成立,撤县（市）设区,2013-2014
栾城县,"[河北省, 石家庄市]",130124.0,3.0,del,2014 年 月 国务院 同意 河北省 调整 石家庄市 行政区划 请示 同意 撤销 县级 栾城县 设立 石家庄市 栾城区 以原 栾城县 行政区域 栾城区 行政区域,撤县（市）设区,2013-2014
江孜县,"[西藏自治区, 日喀则市]",540222.0,3.0,add,2014 年 月 26 日 日喀则 撤地 设市 江孜县 日喀则市 管辖,-,2013-2014
聂拉木县,"[西藏自治区, 日喀则市]",540235.0,3.0,add,2014 年 月 26 日 日喀则 撤地 设市 聂拉木县 日喀则市,-,2013-2014
仲巴县,"[西藏自治区, 日喀则市]",540232.0,3.0,add,2014 年 月 日喀则 撤地 设市 仲巴县 日喀则市,-,2013-2014
亚东县,"[西藏自治区, 日喀则市]",540233.0,3.0,add,2014 年 月 日喀则 撤地 设市 亚东县 日喀则市,-,2013-2014
白朗县,"[西藏自治区, 日喀则市]",540228.0,3.0,add,2014 年 月 日喀则 撤地 设市 白朗县 属 日喀则市,-,2013-2014
康马县,"[西藏自治区, 日喀则市]",540230.0,3.0,add,2014 年 月 日喀则 撤地 设市 康马县 日喀则市,-,2013-2014
吉隆县,"[西藏自治区, 日喀则市]",540234.0,3.0,add,2014 年 月 日喀则 撤地 设市 吉隆县 日喀则市,-,2013-2014
定结县,"[西藏自治区, 日喀则市]",540231.0,3.0,add,2014 年 月 日喀则 撤地 设市 定结县 日喀则市,-,2013-2014
岗巴县,"[西藏自治区, 日喀则市]",540237.0,3.0,add,2014 年 月 日喀则 撤地 设市 岗巴县 日喀则市,-,2013-2014
洛隆县,"[西藏自治区, 昌都市]",540329.0,3.0,add,2014 年 11 月 昌都 撤地 设市 洛隆县 属 昌都市 管辖,-,2013-2014
察雅县,"[西藏自治区, 昌都市]",540325.0,3.0,add,2014 年 11 月 昌都 撤地 设市 察雅县 属 昌都市 管辖,-,2013-2014
丁青县,"[西藏自治区, 昌都市]",540324.0,3.0,add,2014 年 11 月 昌都 撤地 设市 丁青县 属 昌都市 管辖,-,2013-2014
类乌齐县,"[西藏自治区, 昌都市]",540323.0,3.0,add,2014 年 11 月 昌都 撤地 设市 类乌齐县 属 昌都市 管辖,-,2013-2014
日喀则市,"[西藏自治区, 日喀则市]",540200.0,3.0,add,2014 年 月 26 日 国务院 批复 同意 撤销 日喀则地区 设立 地级 日喀则市,撤地区设市,2013-2014
卡若区,"[西藏自治区, 昌都市]",540302.0,3.0,add,清末 昌都县 改为 昌都 宗 1950 年 昌都 解放后 中共中央 昌都 镇 建立 党 西藏地区 最早 人民政权 组织 昌都县 解放 委员会 隶属 国务院 领导 1956 年 昌都县 划归 西藏自治区 1960 年 合并 拉 多宗 改为 昌都县 1959 年 月 20 日 昌都县 人民政府 正式 成立 1962 年 月 划分 昌都县 10 区 镇 52 乡 1987 年 实施 撤区 乡 昌都县 划分 镇 区 15 乡 辖 259 个村 10 社区 920 自然村 2014 年 10 月 国务院 批复 西藏自治区 撤销 昌都地区 设立 地级 昌都市,撤县（市）设区,2013-2014
芒康县,"[西藏自治区, 昌都市]",540328.0,3.0,add,2014 年 11 月 昌都 撤地 设市 芒康县 属 昌都市 管辖,-,2013-2014
日喀则地区,"[西藏自治区, 日喀则地区]",542300.0,3.0,del,2014 年 月 26 日 国务院 批复 同意 撤销 日喀则地区 设立 地级 日喀则市,撤地区设市,2013-2014
江达县,"[西藏自治区, 昌都市]",540321.0,3.0,add,1959 年 月 江达 西 邓柯 两宗 合并 成立 江达县 人民政府 2014 年 11 月 昌都 撤地 设市 江达县 属 昌都市 辖县,-,2013-2014
八宿县,"[西藏自治区, 昌都市]",540326.0,3.0,add,2014 年 11 月 昌都 撤地 设市 八宿县 属 昌都市 管辖,-,2013-2014
贡觉县,"[西藏自治区, 昌都市]",540322.0,3.0,add,2014 年 11 月 昌都 撤地 设市 贡觉县 昌都市 辖县,-,2013-2014
边坝县,"[西藏自治区, 昌都市]",540330.0,3.0,add,2014 年 11 月 昌都 撤地 设市 边坝县 属 昌都市 管辖,-,2013-2014
左贡县,"[西藏自治区, 昌都市]",540327.0,3.0,add,2014 年 11 月 昌都 撤地 设市 左贡县 属 昌都市 管辖,-,2013-2014
昌都市,"[西藏自治区, 昌都市]",540300.0,3.0,add,2014 年 10 月 国务院 批复 撤销 昌都地区 昌都县 设立 地级 昌都市 卡若区 以原 昌都地区 行政区域 昌都市 行政区域,撤地区设市,2013-2014
海棠区,"[海南省, 三亚市]",460202.0,3.0,add,2014 年 月 25 日 国务院 同意 海南省 调整 三亚市 行政区划 批复 国函 2014 14 号 批复 同意 海南省 撤销 三亚市 辖 六镇 新 设 四个 市辖区     2014 年 月 19 日 中共 三亚市 海棠 湾 工作 委员会 三亚市 海棠 湾 管理 委员会 正式 更名 中共 三亚市 服务业 产业园 工作 委员会 三亚市 服务业 产业园 管理 委员会,撤县（市）设区,2013-2014
天涯区,"[海南省, 三亚市]",460204.0,3.0,add,天涯区 2014 年 月 11 日 国务院 批复 三亚市 撤 六镇 新 设 四区 河西区 凤凰 镇 天涯 镇 设立 天涯区     2014 年 月 22 日 成立 三亚市 天涯区 筹备组 撤镇 设区 实质 阶段,撤县（市）设区,2013-2014
崖州区,"[海南省, 三亚市]",460205.0,3.0,add,2014 年 月 25 日 国务院 批复 同意 海南省 撤销 三亚市 辖 六镇 新 设 四个 市辖区     2014 年 10 月 23 日 三亚市 吉阳区 海棠区 天涯区 崖州 成立 区 第一届 人民代表大会 筹备组 负责 筹备 各区 第一届 人民代表大会 相关 事宜,撤县（市）设区,2013-2014
赣榆区,"[江苏省, 连云港市]",320707.0,3.0,add,2014 年 月 国务院 同意 赣榆县 整 建制 撤县 设区 连云港市 赣榆区,撤县（市）设区,2013-2014
昌都县,"[西藏自治区, 昌都地区]",542121.0,3.0,del,清末 昌都县 改为 昌都 宗 1950 年 昌都 解放后 中共中央 昌都 镇 建立 党 西藏地区 最早 人民政权 组织 昌都县 解放 委员会 隶属 国务院 领导 1956 年 昌都县 划归 西藏自治区 1960 年 合并 拉 多宗 改为 昌都县 1959 年 月 20 日 昌都县 人民政府 正式 成立 1962 年 月 划分 昌都县 10 区 镇 52 乡 1987 年 实施 撤区 乡 昌都县 划分 镇 区 15 乡 辖 259 个村 10 社区 920 自然村 2014 年 10 月 国务院 批复 西藏自治区 撤销 昌都地区 设立 地级 昌都市,撤地区设市,2013-2014
昌都地区,"[西藏自治区, 昌都地区]",542100.0,3.0,del,2014 年 10 月 国务院 批复 撤销 昌都地区 昌都县 设立 地级 昌都市 卡若区 以原 昌都地区 行政区域 昌都市 行政区域,撤地区设市,2013-2014
富阳区,"[浙江省, 杭州市]",330111.0,3.0,add,2014 年 12 月 13 日 国务院 批准 撤销 富阳市 设立 杭州市 富阳区,撤县（市）设区,2013-2014
新浦区,"[江苏省, 连云港市]",320705.0,3.0,del,2014 年 月 国函 2014 56 号 同意 撤销 连云港市 新浦区 海州区 设立 新 连云港市 海州区 以原 新浦区 海州区 行政区域 新 海州区 行政区域 海州区 人民政府 驻 浦东 街道 民主 中路 177 号 新浦区 经济 概况 编辑 十一五 时期 综合 实力 增强,合并,2013-2014
赣榆县,"[江苏省, 连云港市]",320721.0,3.0,del,2014 年 月 国务院 同意 赣榆县 整 建制 撤县 设区 连云港市 赣榆区,撤县（市）设区,2013-2014
双河市,"[新疆维吾尔自治区, 阿勒泰地区]",659007.0,3.0,add,2014 年 月 25 日 国务院 国函 2014 15 号 批复 同意 设立 自治区 直辖 县级 双河市 市政府 驻 双河市 红星 二路 号     2014 年 月 26 日 新疆维吾尔自治区 双河市 正式 揭牌 成立,新增县／市／区,2013-2014
霍尔果斯市,"[新疆维吾尔自治区, 伊犁哈萨克自治州]",654004.0,3.0,add,2014 年 月 26 日 国务院 行文 国务院 同意 新疆维吾尔自治区 设立 县级 霍尔果斯市 批复 行政区域 包括 原 霍城县 伊车 善 乡 莫乎尔 牧场 兵团 四师 61 团 62 团 霍尔果斯 口岸 霍尔果斯市 伊犁哈萨克自治州 管辖 霍尔果斯市 人民政府 驻 陇海路 号,新增县／市／区,2013-2014
富阳市,"[浙江省, 杭州市]",330183.0,3.0,del,2014 年 12 月 13 日 国务院 批准 撤销 富阳市 设立 杭州市 富阳区,撤县（市）设区,2013-2014
吉阳区,"[海南省, 三亚市]",460203.0,3.0,add,2014 年 月 11 日 国务院 批复 三亚市 撤 六镇 新 设 四区 2014 年 月 22 日 成立 三亚市 吉阳区 筹备组 撤镇 设区 实质 阶段     2014 年 10 月 23 日 三亚市 人大常委会 第二十五次 会议 成立 三亚市 吉阳区 海棠区 天涯区 崖州区 第一届 人民代表大会 筹备组 负责 筹备 本区 第一届 人民代表大会 相关 事宜,撤县（市）设区,2013-2014
铜官区,"[安徽省, 铜陵市]",340705.0,3.0,add,2015 年 10 月 国务院 批复 撤销 铜陵市 铜官山区 狮子山区 设立 铜官区,合并,2014-2015
潼南区,"[重庆市, 潼南区]",500152.0,2.0,add,2015 年 月 27 日 重庆市 潼南区 正式 挂牌,撤县（市）设区,2014-2015
叶集区,"[安徽省, 六安市]",341504.0,3.0,add,2014 年 月 撤销 三元 乡 设立 三元 镇     2015 年 10 月 13 日 国务院 批准 设立 叶集区     2015 年 12 月 析 霍邱县 叶 集镇 三元 镇 孙岗乡 正式 设立 六安市 叶集区,撤县（市）设区,2014-2015
荣昌县,"[重庆市, 荣昌县]",500226.0,2.0,del,2015 年 月 日 荣昌县 人民政府 重庆市 人民政府 请示 撤销 荣昌县 设立 荣昌区,撤县（市）设区,2014-2015
枞阳县,"[安徽省, 铜陵市]",340722.0,3.0,add,2015 年 10 月 13 日 国务院 国函 2015 181 号 批复 同意 安庆市 枞阳县 划归 铜陵市 管辖     2016 年 月 日 下午 安徽省 民政厅 枞阳县 城 正式 传达 国务院 国函 2015 181 号 安徽省 区划 调整 实施 意见 枞阳县 正式 划归 铜陵市 管辖,归属变化,2014-2015
潼南县,"[重庆市, 潼南县]",500223.0,2.0,del,2015 年 月 27 日 重庆市 潼南区 正式 挂牌,撤县（市）设区,2014-2015
陕州区,"[河南省, 三门峡市]",411203.0,3.0,add,2016 年 月 日 三门峡市 陕州区 挂牌 成立,撤县（市）设区,2014-2015
陕县,"[河南省, 三门峡市]",411222.0,3.0,del,2016 年 月 日 三门峡市 陕州区 挂牌 成立,撤县（市）设区,2014-2015
东宁市,"[黑龙江省, 牡丹江市]",231086.0,3.0,add,2015 年 国务院 批准 撤销 东宁县 设立 县级 东宁市 以原 东宁县 行政区域 东宁市 行政区域,撤县设市,2014-2015
铜官山区,"[安徽省, 铜陵市]",340702.0,3.0,del,2015 年 10 月 国务院 批复 撤销 铜陵市 铜官山区 狮子山区 设立 铜官区,合并,2014-2015
寿县,"[安徽省, 淮南市]",340422.0,3.0,add,2015 年 12 月 日 国务院 国函 2015 206 号 批复 同意 六安市 寿县 划归 淮南市 管辖,归属变化,2014-2015
狮子山区,"[安徽省, 铜陵市]",340703.0,3.0,del,2015 年 10 月 13 日 国务院 同意 安徽省 调整 铜陵市 六安市 安庆市 行政区划 批复 国函 2015 181 号 同意 撤销 狮子山区 设立 铜陵市 铜官区 以原 铜官山区 狮子山区 行政区域 铜官区 行政区域,合并,2014-2015
