name,context,code,level,type,extract,rel,year
义安区,"[安徽省, 铜陵市]",340706.0,3.0,add,2015 年 12 月 日 撤销 铜陵县 设立 铜陵市 义安区 行政区域,撤县（市）设区,2014-2015
大丰区,"[江苏省, 盐城市]",320904.0,3.0,add,2015 年 月 国务院 批准 撤销 县级 大丰市 设立 盐城市 大丰区,撤县（市）设区,2014-2015
新吴区,"[江苏省, 无锡市]",320214.0,3.0,add,2015 年 10 月 国务院 同意 江苏省 调整 无锡市 行政区划 批复 设立 无锡市 新吴区 无锡市 锡山区 鸿 山 街道 滨湖区 江溪 旺庄 硕放 梅村 新安 街道 划归 新吴区 管辖 以鸿山 江溪 旺庄 硕放 梅村 新安 街道 行政区域 新吴区 行政区域 新吴区 人民政府 驻 新安 街道 风路 28 号,新增县／市／区,2014-2015
东宁县,"[黑龙江省, 牡丹江市]",231024.0,3.0,del,2015 年 国务院 批准 撤销 东宁县 设立 县级 东宁市 以原 东宁县 行政区域 东宁市 行政区域,撤县设市,2014-2015
北塘区,"[江苏省, 无锡市]",320204.0,3.0,del,2015 年 10 月 13 日 国务院 同意 江苏省 调整 无锡市 行政区划 批复 国函 2015 184 号 同意 撤销 无锡市 崇安区 南长区 北塘区 设立 无锡市 梁溪区 以原 崇安区 南长区 北塘区 行政区域 梁溪区 行政区域 梁溪区 人民政府 驻 崇安 寺 街道 解放南路 688 号,合并,2014-2015
梁溪区,"[江苏省, 无锡市]",320213.0,3.0,add,2015 年 10 月 撤销 崇安区 南长区 北塘区 设立 梁溪区,合并,2014-2015
荣昌区,"[重庆市, 荣昌区]",500153.0,2.0,add,2015 年 月 日 荣昌县 人民政府 重庆市 人民政府 请示 撤销 荣昌县 设立 荣昌区,撤县（市）设区,2014-2015
铜陵县,"[安徽省, 铜陵市]",340721.0,3.0,del,2015 年 12 月 日 撤销 铜陵县 设立 铜陵市 义安区 行政区域,撤县（市）设区,2014-2015
戚墅堰区,"[江苏省, 常州市]",320405.0,3.0,del,2015 年 月 28 日 国务院 同意 江苏省 调整 常州市 行政区划 批复 国函 2015 75 号 同意 撤销 常州市 武进区 戚墅堰区 设立 新 武进区 以原 武进区 不含 奔 牛镇 郑陆镇 邹区 镇 戚墅堰区 行政区域 新 设立 武进区 行政区域 新 武进区 人民政府 驻 湖塘镇 延政中 大道 28 号,合并,2014-2015
密云区,"[北京市, 密云区]",110118.0,2.0,add,2015 年 11 月 撤销 密云县 设立 密云区,撤县（市）设区,2014-2015
大丰市,"[江苏省, 盐城市]",320982.0,3.0,del,2015 年 月 国务院 批准 撤销 县级 大丰市 设立 盐城市 大丰区,撤县（市）设区,2014-2015
延庆区,"[北京市, 延庆区]",110119.0,2.0,add,2015 年 11 月 撤销 延庆县 设立 延庆区 政府 驻     2015 年 12 月 延庆区 挂牌,撤县（市）设区,2014-2015
高昌区,"[新疆维吾尔自治区, 吐鲁番市]",650402.0,3.0,add,2014 年 月 26 日 自治区 政府 新政 函 2014 76 号 批复 同意 撤销 亚尔乡 设立 亚尔 镇     2014 年 10 月 日 新疆生产建设兵团 迎来 成立 60 周年 国务院新闻办公室 对外 发布 新疆生产建设兵团 历史 发展 白皮书     2015 年 月 16 日 国务院 国函 2015 52 号 批复 同意 撤销 吐鲁番地区 县级 吐鲁番市 设立 地级 吐鲁番市     2015 年 月 12 日 撤 县级 吐鲁番市 设 高昌区,撤县（市）设区,2014-2015
鄯善县,"[新疆维吾尔自治区, 吐鲁番市]",650421.0,3.0,add,2015 年 月 国务院 批复 同意 吐鲁番地区 撤地 设市 鄯善县 隶属于 吐鲁番市,-,2014-2015
延庆县,"[北京市, 延庆县]",110229.0,2.0,del,2015 年 11 月 撤销 延庆县 设立 延庆区 政府 驻     2015 年 12 月 延庆区 挂牌,撤县（市）设区,2014-2015
洞头区,"[浙江省, 温州市]",330305.0,3.0,add,2015 年 月 23 日 国务院 批准 温州市 洞头县 撤县 设区,撤县（市）设区,2014-2015
吐鲁番市,"[新疆维吾尔自治区, 吐鲁番市]",650400.0,3.0,add,2015 年 月 国务院 批复 同意 撤销 吐鲁番地区 县级 吐鲁番市 设立 地级 吐鲁番市 吐鲁番市 设立 高昌区 以原 县级 吐鲁番市 行政区域 高昌区 行政区域 吐鲁番市 辖原 吐鲁番地区 鄯善县 托克逊县 新 设立 高昌区,撤县（市）设区,2014-2015
可克达拉市,"[新疆维吾尔自治区, 阿勒泰地区]",659008.0,3.0,add,2015 年 03 月 16 日 国务院 同意 新疆维吾尔自治区 设立 县级 可克达拉市 批复 国函 2015 53 号 同意 设立 县级 可克达拉市     2015 年 04 月 12 日 新疆维吾尔自治区 可克达拉市 政府 挂牌 成立,新增县／市／区,2014-2015
武鸣区,"[广西壮族自治区, 南宁市]",450110.0,3.0,add,2015 年 国务院 批准 同意 撤销 武鸣县 设立 南宁市 武鸣区 以原 武鸣区 行政区域 武鸣区 行政区域 武鸣区 人民政府 驻 城厢镇 兴 武大 道 245 号,撤县（市）设区,2014-2015
托克逊县,"[新疆维吾尔自治区, 吐鲁番市]",650422.0,3.0,add,2015 年 月 国务院 批复 同意 吐鲁番地区 撤 地区 设市 托克逊县 隶属于 吐鲁番市,-,2014-2015
洞头县,"[浙江省, 温州市]",330322.0,3.0,del,2015 年 月 23 日 国务院 批准 温州市 洞头县 撤县 设区,撤县（市）设区,2014-2015
靖西市,"[广西壮族自治区, 百色市]",451081.0,3.0,add,2015 年 月 日 撤销 靖西县 设立 县级 靖西市 以原 靖西县 行政区域 靖西市 行政区域 靖西市 人民政府 驻新靖 镇 新华街 339 号,撤县设市,2014-2015
靖西县,"[广西壮族自治区, 百色市]",451025.0,3.0,del,2015 年 月 日 撤销 靖西县 设立 县级 靖西市 以原 靖西县 行政区域 靖西市 行政区域 靖西市 人民政府 驻新靖 镇 新华街 339 号,撤县设市,2014-2015
吐鲁番地区,"[新疆维吾尔自治区, 吐鲁番地区]",652100.0,3.0,del,2015 年 月 国务院 批复 同意 撤销 吐鲁番地区 县级 吐鲁番市 设立 地级 吐鲁番市 吐鲁番市 设立 高昌区 以原 县级 吐鲁番市 行政区域 高昌区 行政区域 吐鲁番市 辖原 吐鲁番地区 鄯善县 托克逊县 新 设立 高昌区,撤地区设市,2014-2015
密云县,"[北京市, 密云县]",110228.0,2.0,del,2015 年 11 月 撤销 密云县 设立 密云区,撤县（市）设区,2014-2015
横山区,"[陕西省, 榆林市]",610803.0,3.0,add,2015 年 12 月 25 日 撤销 横山县 设立 榆林市 横山区 横山区 人民政府 驻 横山 街道 北大街 号,撤县（市）设区,2014-2015
华州区,"[陕西省, 渭南市]",610503.0,3.0,add,2015 年 10 月 国务院 批准 撤销 华县 设立 渭南市 华州区 以原 华县 行政区域 华州区 行政区域,撤县（市）设区,2014-2015
武鸣县,"[广西壮族自治区, 南宁市]",450122.0,3.0,del,2015 年 国务院 批准 同意 撤销 武鸣县 设立 南宁市 武鸣区 以原 武鸣区 行政区域 武鸣区 行政区域 武鸣区 人民政府 驻 城厢镇 兴 武大 道 245 号,撤县（市）设区,2014-2015
波密县,"[西藏自治区, 林芝市]",540424.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 波密县 隶属 林芝市 管辖,-,2014-2015
察隅县,"[西藏自治区, 林芝市]",540425.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 察隅县 隶属 林芝市 管辖,-,2014-2015
横山县,"[陕西省, 榆林市]",610823.0,3.0,del,2015 年 12 月 25 日 撤销 横山县 设立 榆林市 横山区 横山区 人民政府 驻 横山 街道 北大街 号,撤县（市）设区,2014-2015
墨脱县,"[西藏自治区, 林芝市]",540423.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 墨脱县 属 林芝市 管辖,-,2014-2015
米林县,"[西藏自治区, 林芝市]",540422.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 米林县 属 林芝市 管辖,-,2014-2015
平安区,"[青海省, 海东市]",630203.0,3.0,add,2015 年 月 16 日 国务院 批复 同意 青海省 调整 海东市 行政区划 撤销 平安县 设立 海东市 平安区 以原 平安县 行政区域 平安区 行政区域 平安区 人民政府 驻 平安 镇 平安 大道 199 号,撤县（市）设区,2014-2015
堆龙德庆区,"[西藏自治区, 拉萨市]",540103.0,3.0,add,2015 年 10 月 撤销 堆龙德庆县 设立 拉萨市 堆龙德庆区 以原 堆龙德庆县 行政区域 拉萨市 堆龙德庆区 行政区域,撤县（市）设区,2014-2015
林芝市,"[西藏自治区, 林芝市]",540400.0,3.0,add,2015 年 月 国务院 批复 同意 撤销 林芝地区 林芝县 设立 地级 林芝市 林芝市 设立 巴宜区 以原 林芝县 行政区域 巴宜区 行政区域 林芝市 辖原 林芝地区 工布江达县 米林县 墨脱县 波密县 察隅县 朗县 新 设立 巴宜区,撤地区设市,2014-2015
宁河区,"[天津市, 宁河区]",120117.0,2.0,add,2015 年 月 国务院 批复 同意 撤销 天津市 宁河县 设立 天津市 宁河区 相关 行政区域 界线 政府 驻地 未 做 调整,撤县（市）设区,2014-2015
静海区,"[天津市, 静海区]",120118.0,2.0,add,2015 年 月 国务院 批复 同意 撤销 天津市 静海县 设立 天津市 静海区 相关 行政区域 界线 政府 驻地 未 做 调整,撤县（市）设区,2014-2015
林芝县,"[西藏自治区, 林芝地区]",542621.0,3.0,del,2015 年 月 16 日 国务院 批复 同意 撤销 林芝地区 林芝县 设立 地级 林芝市 林芝市 巴宜区 巴宜区 人民政府 驻 双拥 路 街道 尼池路 号     2015 年 月 林芝市 巴宜区 撤销 八一镇 设立 八一 街道 双拥 路 街道,撤县（市）设区,2014-2015
堆龙德庆县,"[西藏自治区, 拉萨市]",540125.0,3.0,del,2015 年 10 月 撤销 堆龙德庆县 设立 拉萨市 堆龙德庆区 以原 堆龙德庆县 行政区域 拉萨市 堆龙德庆区 行政区域,撤县（市）设区,2014-2015
工布江达县,"[西藏自治区, 林芝市]",540421.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 工布江达县 属 林芝市 管辖,-,2014-2015
巴宜区,"[西藏自治区, 林芝市]",540402.0,3.0,add,2015 年 月 16 日 国务院 批复 同意 撤销 林芝地区 林芝县 设立 地级 林芝市 林芝市 巴宜区 巴宜区 人民政府 驻 双拥 路 街道 尼池路 号     2015 年 月 林芝市 巴宜区 撤销 八一镇 设立 八一 街道 双拥 路 街道,撤县（市）设区,2014-2015
普兰店区,"[辽宁省, 大连市]",210214.0,3.0,add,2014 年 月 23 日 国家级 新区 金普 新区 成立     2015 年 10 月 13 日 国务院 批准 撤销 普兰店市 设立 普兰店区,撤县（市）设区,2014-2015
林芝地区,"[西藏自治区, 林芝地区]",542600.0,3.0,del,2015 年 月 国务院 批复 同意 撤销 林芝地区 林芝县 设立 地级 林芝市 林芝市 设立 巴宜区 以原 林芝县 行政区域 巴宜区 行政区域 林芝市 辖原 林芝地区 工布江达县 米林县 墨脱县 波密县 察隅县 朗县 新 设立 巴宜区,撤地区设市,2014-2015
儋州市,"[海南省, 儋州市]",460400.0,3.0,add,2015 年 月 19 日 国务院 批复 同意 海南省 调整 儋州市 行政区划 设立 地级 儋州市,新增县／市／区,2014-2015
静海县,"[天津市, 静海县]",120223.0,2.0,del,2015 年 月 国务院 批复 同意 撤销 天津市 静海县 设立 天津市 静海区 相关 行政区域 界线 政府 驻地 未 做 调整,撤县（市）设区,2014-2015
新建区,"[江西省, 南昌市]",360112.0,3.0,add,2015 年 月 日 国务院 正式 批复 南昌市 行政区划 调整 方案 同意 撤销 新建县 设立 南昌市 新建区 以原 新建县 行政区域 新建区 行政区域 新建区 人民政府 驻长 堎 镇 新建 大道 239 号,撤县（市）设区,2014-2015
广丰区,"[江西省, 上饶市]",361103.0,3.0,add,2015 年 月 16 日 国务院 批复 同意 撤销 广丰县 设立 上饶市 广丰区 以原 广丰县 行政区域 广丰区 行政区域     2015 年 月 中国 国务院 下发 调整 上饶市 行政区划 通知 批准 撤销 广丰县 设立 上饶市 广丰区     2015 年 月 日 广丰区 正式 挂牌 成立,撤县（市）设区,2014-2015
宁河县,"[天津市, 宁河县]",120221.0,2.0,del,2015 年 月 国务院 批复 同意 撤销 天津市 宁河县 设立 天津市 宁河区 相关 行政区域 界线 政府 驻地 未 做 调整,撤县（市）设区,2014-2015
普兰店市,"[辽宁省, 大连市]",210282.0,3.0,del,2014 年 月 23 日 国家级 新区 金普 新区 成立     2015 年 10 月 13 日 国务院 批准 撤销 普兰店市 设立 普兰店区,撤县（市）设区,2014-2015
朗县,"[西藏自治区, 林芝市]",540426.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 朗县 属 林芝市 管辖,-,2014-2015
广丰县,"[江西省, 上饶市]",361122.0,3.0,del,2015 年 月 16 日 国务院 批复 同意 撤销 广丰县 设立 上饶市 广丰区 以原 广丰县 行政区域 广丰区 行政区域     2015 年 月 中国 国务院 下发 调整 上饶市 行政区划 通知 批准 撤销 广丰县 设立 上饶市 广丰区     2015 年 月 日 广丰区 正式 挂牌 成立,撤县（市）设区,2014-2015
新建县,"[江西省, 南昌市]",360122.0,3.0,del,2015 年 月 日 国务院 正式 批复 南昌市 行政区划 调整 方案 同意 撤销 新建县 设立 南昌市 新建区 以原 新建县 行政区域 新建区 行政区域 新建区 人民政府 驻长 堎 镇 新建 大道 239 号,撤县（市）设区,2014-2015
马尔康县,"[四川省, 阿坝藏族羌族自治州]",513229.0,3.0,del,2015 年 10 月 马尔康县 撤县 建市 获 国务院,撤县设市,2014-2015
康定县,"[四川省, 甘孜藏族自治州]",513321.0,3.0,del,2015 年 撤县 设市 以原 康定县 行政区域 康定市 行政区域,撤县设市,2014-2015
康定市,"[四川省, 甘孜藏族自治州]",513301.0,3.0,add,2015 年 撤县 设市 以原 康定县 行政区域 康定市 行政区域,撤县设市,2014-2015
莲池区,"[河北省, 保定市]",130606.0,3.0,add,保定市 南 北市区 政区 建制 沿袭 2015 年 月     2015 年 月 15 日 国务院 批准 原 北市区 南市区 合并 莲池区,新增县／市／区,2014-2015
抚宁区,"[河北省, 秦皇岛市]",130306.0,3.0,add,2015 年 月 撤销 抚宁县 设立 秦皇岛市 抚宁区,撤县（市）设区,2014-2015
满城区,"[河北省, 保定市]",130607.0,3.0,add,2015 年 月 28 日 国务院 同意 撤销 满城县 设立 满城区     2015 年 月 18 日 满城区 揭牌 成立,撤县（市）设区,2014-2015
清苑区,"[河北省, 保定市]",130608.0,3.0,add,1986 年 月 清苑县 划 保定市 辖 县 2015 年 月     2015 年 月 28 日 国务院 同意 撤销 清苑县 设立 清苑区,撤县（市）设区,2014-2015
双流区,"[四川省, 成都市]",510116.0,3.0,add,2010 年 11 月 16 日 四川省 成都 天府 新区 总体规划 2010 2013 正式 省政府 批准 标志 天府 新区 正式 成立     张 2016 年 月 18 日 双流区 正式 挂牌 成立     2017 年 月 31 日 国务院 印发 中国 四川 自由贸易 试验区 总体方案 通知,撤县（市）设区,2014-2015
双流县,"[四川省, 成都市]",510122.0,3.0,del,2010 年 11 月 16 日 四川省 成都 天府 新区 总体规划 2010 2013 正式 省政府 批准 标志 天府 新区 正式 成立     张 2016 年 月 18 日 双流区 正式 挂牌 成立     2017 年 月 31 日 国务院 印发 中国 四川 自由贸易 试验区 总体方案 通知,撤县（市）设区,2014-2015
抚宁县,"[河北省, 秦皇岛市]",130323.0,3.0,del,2015 年 月 撤销 抚宁县 设立 秦皇岛市 抚宁区,撤县（市）设区,2014-2015
清苑县,"[河北省, 保定市]",130622.0,3.0,del,1986 年 月 清苑县 划 保定市 辖 县 2015 年 月     2015 年 月 日 撤销 清苑县 设立 清苑区,撤县（市）设区,2014-2015
江川区,"[云南省, 玉溪市]",530403.0,3.0,add,2015 年 12 月 日 国务院 国函 2015 208 号 批复 同意 撤销 江川县 设立 玉溪市 江川区 以原 江川县 行政区域 江川区 行政区域 江川区 人民政府 驻 大街 街道 宁海 路 34 号,撤县（市）设区,2014-2015
满城县,"[河北省, 保定市]",130621.0,3.0,del,2015 年 月 28 日 国务院 同意 撤销 满城县 设立 满城区     2015 年 月 18 日 满城区 揭牌 成立,撤县（市）设区,2014-2015
徐水县,"[河北省, 保定市]",130625.0,3.0,del,2015 年 月 28 日 国务院 同意 撤销 徐水县 设立 徐水区,撤县（市）设区,2014-2015
腾冲市,"[云南省, 保山市]",530581.0,3.0,add,2015 年 月 日 撤销 腾冲县 设立 县级 腾冲市 腾冲市 云南省 直辖 保山市 代管,撤县设市,2014-2015
江川县,"[云南省, 玉溪市]",530421.0,3.0,del,2015 年 12 月 日 国务院 国函 2015 208 号 批复 同意 撤销 江川县 设立 玉溪市 江川区 以原 江川县 行政区域 江川区 行政区域 江川区 人民政府 驻 大街 街道 宁海 路 34 号,撤县（市）设区,2014-2015
腾冲县,"[云南省, 保山市]",530522.0,3.0,del,2015 年 月 日 撤销 腾冲县 设立 县级 腾冲市 腾冲市 云南省 直辖 保山市 代管,撤县设市,2014-2015
北市区,"[河北省, 保定市]",130603.0,3.0,del,2015 年 月 日 国务院 同意 撤销 保定市 北市区 南市区 设立 莲池区,新增县／市／区,2014-2015
金坛区,"[江苏省, 常州市]",320413.0,3.0,add,2015 年 月 国务院 同意 撤销 县级 金坛市 设立 常州市 金坛区     2015 年 月 31 日 常州市 金坛区 正式 挂牌 成立,撤县（市）设区,2014-2015
金坛市,"[江苏省, 常州市]",320482.0,3.0,del,2015 年 月 国务院 同意 撤销 县级 金坛市 设立 常州市 金坛区     2015 年 月 31 日 常州市 金坛区 正式 挂牌 成立,撤县（市）设区,2014-2015
徐水区,"[河北省, 保定市]",130609.0,3.0,add,2015 年 月 28 日 国务院 同意 撤销 徐水县 设立 徐水区,撤县（市）设区,2014-2015
辽中区,"[辽宁省, 沈阳市]",210115.0,3.0,add,张 2016 年 月 国务院 批准 辽中县 撤县 设区     2016 年 月 11 日 辽中区 正式 挂牌,撤县（市）设区,2015-2016
大洼区,"[辽宁省, 盘锦市]",211104.0,3.0,add,2016 年 月 国务院 省政府 批复 同意 撤销 大洼县 设立 盘锦市 大洼区 以原 大洼县 行政区域 大洼区 行政区域,撤县（市）设区,2015-2016
坪山区,"[广东省, 深圳市]",440310.0,3.0,add,2016 年 月 国务院 批复 龙岗区 坪 山 街道 坑梓 街道 坪 山 坪山区 区域 设立 坪山区 2017 年 月 日 深圳 坪山区 揭牌 仪式 正式 行政区,新增县／市／区,2015-2016
鄠邑区,"[陕西省, 西安市]",610118.0,3.0,add,2016 年 11 月 24 日 国务院 同意 陕西省 调整 西安市 行政区划 批复 2016 年 12 月 23 日 陕西省 人民政府 同意 西安市 调整 行政区划 批复 相继 批复 同意 撤销 户县 设立 西安市 鄠邑区 以原 户县 行政区域 鄠邑区 行政区域 鄠邑区 人民政府 驻甘亭 街道 东街 号,撤县（市）设区,2015-2016
安塞区,"[陕西省, 延安市]",610603.0,3.0,add,2016 年 陕西省 上报 国务院 县级 行政区划 调整 事项 延安市 安塞县 撤县 设区,撤县（市）设区,2015-2016
东乡区,"[江西省, 抚州市]",361003.0,3.0,add,2016 年 12 月 23 日 国务院 批复 精神 同意 撤销 东乡县 设立 抚州市 东乡区,撤县（市）设区,2015-2016
赣县区,"[江西省, 赣州市]",360704.0,3.0,add,2016 年 10 月 江西省政府 印发 通知 国务院 批复 精神 同意 撤销 赣县 设立 赣州市 赣县区 以原 赣县 行政区域 赣州市 赣县区 行政区域     2016 年 12 月 28 日 赣州市 赣县区 正式 挂牌 成立,撤县（市）设区,2015-2016
星子县,"[江西省, 九江市]",360427.0,3.0,del,2016 年 月 撤销 星子县 设立 县级 庐山市,撤县设市,2015-2016
大洼县,"[辽宁省, 盘锦市]",211121.0,3.0,del,2016 年 月 国务院 省政府 批复 同意 撤销 大洼县 设立 盘锦市 大洼区 以原 大洼县 行政区域 大洼区 行政区域,撤县（市）设区,2015-2016
辽中县,"[辽宁省, 沈阳市]",210122.0,3.0,del,张 2016 年 月 国务院 批准 辽中县 撤县 设区     2016 年 月 11 日 辽中区 正式 挂牌,撤县（市）设区,2015-2016
龙华区,"[广东省, 深圳市]",440309.0,3.0,add,2016 年 10 月 国务院 批复 广东省 人民政府 同意 设立 深圳市 龙华区 以观 湖 观澜 福城 龙华 民治 大浪 街道 行政区域 龙华区 行政区域,新增县／市／区,2015-2016
东陵区,"[辽宁省, 沈阳市]",210112.0,3.0,just_name_change,2014 年 月 17 日 国务院 批准 民政部 批复 同意 东陵区 更名 浑南区     2014 年 月 日 东陵区 正式 更名 浑南区,更名,2015-2016
安塞县,"[陕西省, 延安市]",610624.0,3.0,del,2016 年 陕西省 上报 国务院 县级 行政区划 调整 事项 延安市 安塞县 撤县 设区,撤县（市）设区,2015-2016
户县,"[陕西省, 西安市]",610125.0,3.0,del,2016 年 11 月 24 日 国务院 同意 陕西省 调整 西安市 行政区划 批复 2016 年 12 月 23 日 陕西省 人民政府 同意 西安市 调整 行政区划 批复 相继 批复 同意 撤销 户县 设立 西安市 鄠邑区 以原 户县 行政区域 鄠邑区 行政区域 鄠邑区 人民政府 驻甘亭 街道 东街 号,撤县（市）设区,2015-2016
庐山市,"[江西省, 九江市]",360483.0,3.0,add,2015 年 九江市 多方 调查 研究 正式 江西省政府 呈报 庐山 设市 申请     2016 年 月 国务院 同意 江西省 调整 九江市 行政区划 批复 江西省 调整 九江市 行政区划 撤销 星子县 设立 县级 庐山市 九江市 庐山区 牯岭 镇 划归 庐山市 管辖 以原 星子县 九江市 庐山区 牯岭 镇 行政区域 庐山市 行政区域,撤县设市,2015-2016
康巴什区,"[内蒙古自治区, 鄂尔多斯市]",150603.0,3.0,add,2016 年 月 26 日 国务院 正式 批准 鄂尔多斯市 在析 东胜区 南部 设立 康巴什区     2016 年 12 月 日 鄂尔多斯市 委 常委会 会议 暨 改革 领导 小组会议 研究部署 设立 康巴什区 事宜,新增县／市／区,2015-2016
安州区,"[四川省, 绵阳市]",510705.0,3.0,add,2016 年 月 23 日 国务院 批准 撤销 安县 设立 绵阳市 安州区 同年 月 20 日 绵阳市 安州区 正式 挂牌,撤县（市）设区,2015-2016
郫都区,"[四川省, 成都市]",510117.0,3.0,add,2016 年 11 月 24 日 12 月 日 国务院 批复 同意 撤销 郫县 设立 成都市 郫都区 行政区域 政府 驻地,撤县（市）设区,2015-2016
东乡县,"[江西省, 抚州市]",361029.0,3.0,del,2016 年 12 月 23 日 国务院 批复 精神 同意 撤销 东乡县 设立 抚州市 东乡区,撤县（市）设区,2015-2016
赣县,"[江西省, 赣州市]",360721.0,3.0,del,2016 年 10 月 江西省政府 印发 通知 国务院 批复 精神 同意 撤销 赣县 设立 赣州市 赣县区 以原 赣县 行政区域 赣州市 赣县区 行政区域     2016 年 12 月 28 日 赣州市 赣县区 正式 挂牌 成立,撤县（市）设区,2015-2016
庐山区,"[江西省, 九江市]",360402.0,3.0,just_name_change,2016 年 月 日 庐山市 重名 更名 濂溪区,更名,2015-2016
播州区,"[贵州省, 遵义市]",520304.0,3.0,add,2016 年 月 国务院 同意 撤销 遵义县 设立 遵义市 播州区 以原 遵义县 含山 盆镇 芝麻 镇 沙湾镇 毛石镇 松林 镇 新舟 镇 虾子镇 三渡 镇 永乐镇 喇叭 镇 行政区域 播州区 行政区域     2016 年 月 日 播州区 正式 挂牌 成立,撤县（市）设区,2015-2016
建安区,"[河南省, 许昌市]",411003.0,3.0,add,2016 年 11 月 24 日 国务院 印发 国务院 同意 河南省 调整 许昌市 行政区划 批复 同意 撤销 许昌县 设立 许昌市 建安区 以原 许昌县 行政区域 建安区 行政区域 建安区 人民政府 驻 建安区 尚 集镇 新元 大道 107 国道 交汇处,撤县（市）设区,2015-2016
简阳市,"[四川省, 成都市]",510185.0,3.0,add,2016 年 月 国务院 四川省人民政府 批准 简阳市 改由 成都市 代管,归属变化,2015-2016
安县,"[四川省, 绵阳市]",510724.0,3.0,del,2016 年 月 23 日 国务院 批准 撤销 安县 设立 绵阳市 安州区 同年 月 20 日 绵阳市 安州区 正式 挂牌,撤县（市）设区,2015-2016
郫县,"[四川省, 成都市]",510124.0,3.0,del,2016 年 11 月 24 日 12 月 日 国务院 批复 同意 撤销 郫县 设立 成都市 郫都区 行政区域 政府 驻地,撤县（市）设区,2015-2016
武隆区,"[重庆市, 武隆区]",500156.0,2.0,add,1998 年 12 月 正式 撤销 涪陵市 武隆县 重庆市 直管 2016 年 11 月 24 日 国务院 正式 签发 国务院 同意 重庆市 调整 行政区划 批复 国函 2016 185 号 同意 撤销 武隆县 设立 武隆区,撤县（市）设区,2015-2016
遵义县,"[贵州省, 遵义市]",520321.0,3.0,del,2016 年 月 国务院 同意 撤销 遵义县 设立 遵义市 播州区 以原 遵义县 含山 盆镇 芝麻 镇 沙湾镇 毛石镇 松林 镇 新舟 镇 虾子镇 三渡 镇 永乐镇 喇叭 镇 行政区域 播州区 行政区域     2016 年 月 日 播州区 正式 挂牌 成立,撤县（市）设区,2015-2016
梁平区,"[重庆市, 梁平区]",500155.0,2.0,add,2016 年 11 月 24 日 国务院 正式 签发 国务院 同意 重庆市 调整 行政区划 批复 同意 撤销 梁平县 设立 梁平区,撤县（市）设区,2015-2016
许昌县,"[河南省, 许昌市]",411023.0,3.0,del,2016 年 11 月 24 日 国务院 印发 国务院 同意 河南省 调整 许昌市 行政区划 批复 同意 撤销 许昌县 设立 许昌市 建安区 以原 许昌县 行政区域 建安区 行政区域 建安区 人民政府 驻 建安区 尚 集镇 新元 大道 107 国道 交汇处,撤县（市）设区,2015-2016
开州区,"[重庆市, 开州区]",500154.0,2.0,add,2016 年 月 日 国务院 批复 同意 撤销 开县 设立 重庆市 开州区 2016 年 月 22 日 开州区 正式 挂牌 成立,撤县（市）设区,2015-2016
